taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,9291357,66.80839146156707,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,2073916,14.91224500214633,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
838,336243,2.417715084051952,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella, ,Prevotella
29465,210513,1.5136685536621686,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella, ,Veillonella
2,203881,1.4659819507070662,Bacteria, , , , , , ,Bacteria
43675,157100,1.129608764210888,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,Rothia mucilaginosa
39777,153000,1.1001282044829146,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella atypica
28132,125643,0.9034209672931165,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,Prevotella melaninogenica
157687,125332,0.9011847589820435,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia wadei,Leptotrichia wadei
1378,65105,0.46812971733895525,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella, ,Gemella
32067,63600,0.4573081948046625,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia, ,Leptotrichia
1760,55009,0.3955356366039258,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
91061,51864,0.3729218901784437,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
1379,46959,0.3376530742111973,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella,Gemella haemolysans,Gemella haemolysans
1239,45402,0.3264576518949888,Bacteria,Firmicutes, , , , , ,Firmicutes
1491,40623,0.292094823860846,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum
85006,39586,0.28463839936379515,Bacteria,Actinobacteria,Actinobacteria,Micrococcales, , , ,Micrococcales
1513,38976,0.2802522673067064,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tetani,Clostridium tetani
2184519,38331,0.27561447193486666,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga sp. NH-16,Hydrogenophaga sp. NH-16
617123,34889,0.2508651825242118,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoanaerobaculum,Lachnoanaerobaculum umeaense,Lachnoanaerobaculum umeaense
32207,34706,0.2495493429070852,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia, ,Rothia
44283,32068,0.23058111935528175,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,Pasteurella multocida subsp. multocida
