taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,22868078,95.53663935434363,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,1059050,4.424424208637806,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
2,1289,0.0053850930597555665,Bacteria, , , , , , ,Bacteria
1280,422,0.001763001761999107,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
43990,389,0.0016251366953024943,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium segmentosum,Corynebacterium segmentosum
1716,231,0.0009650554668762884,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium, ,Corynebacterium
1491,202,0.0008439013173550228,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum
1974213,151,0.0006308371233693487,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris sp. HL-130-GSB,Prosthecochloris sp. HL-130-GSB
1969841,136,0.0005681711839617975,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
1760,127,0.0005305716203172668,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
1224,101,0.0004219506586775114,Bacteria,Proteobacteria, , , , , ,Proteobacteria
1197325,84,0.00035092926068228667,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma wenyonii,Mycoplasma wenyonii str. Massachusetts
1747,74,0.0003091519677439192,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes
1783272,73,0.0003049742384500825,Bacteria, , , , , , ,Terrabacteria group
2724150,72,0.00030079650915624574,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17,Romboutsia sp. CE17
1239,59,0.00024648602833636805,Bacteria,Firmicutes, , , , , ,Firmicutes
1282,59,0.00024648602833636805,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
1485,39,0.00016293144245963312,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, ,Clostridium
1396,37,0.0001545759838719596,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus
