taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,15294117,95.10193937077,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,778234,4.839217764861601,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
2,1746,0.010856984168577003,Bacteria, , , , , , ,Bacteria
1969841,518,0.0032210296674243344,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
1280,298,0.0018530247893676674,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
1224,192,0.0011938951663040002,Bacteria,Proteobacteria, , , , , ,Proteobacteria
28216,189,0.0011752405543305003,Bacteria,Proteobacteria,Betaproteobacteria, , , , ,Betaproteobacteria
471,146,0.0009078577827103336,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus
80840,141,0.0008767667627545001,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales, , , ,Burkholderiales
80864,135,0.0008394575388075002,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, , ,Comamonadaceae
1974213,126,0.0007834937028870001,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris sp. HL-130-GSB,Prosthecochloris sp. HL-130-GSB
1747,89,0.0005534201552138335,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes
1783272,88,0.0005472019512226668,Bacteria, , , , , , ,Terrabacteria group
1817,87,0.0005409837472315001,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia, ,Nocardia
2724150,60,0.0003730922394700001,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17,Romboutsia sp. CE17
2492837,60,0.0003730922394700001,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. C8-2,Sphingomonas sp. C8-2
469,58,0.00036065583148766673,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, ,Acinetobacter
1760,56,0.00034821942350533343,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
1491,46,0.00028603738359366676,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum
201174,39,0.00024250995565550004,Bacteria,Actinobacteria, , , , , ,Actinobacteria
1883,39,0.00024250995565550004,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces, ,Streptomyces
1485,37,0.00023007354767316674,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, ,Clostridium
28211,35,0.0002176371396908334,Bacteria,Proteobacteria,Alphaproteobacteria, , , , ,Alphaproteobacteria
