taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,17226958,62.37626146402406,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
2,2116049,7.661899779095455,Bacteria, , , , , , ,Bacteria
543,1895861,6.864631668309991,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae, , ,Enterobacteriaceae
91347,1855501,6.718494090643172,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales, , , ,Enterobacterales
1236,1472511,5.331744069071948,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
-1,1385256,5.015806647384183,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
1224,925679,3.351746450868246,Bacteria,Proteobacteria, , , , , ,Proteobacteria
562,432444,1.5658156252861606,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
561,36418,0.13186417996705097,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia, ,Escherichia
624,27837,0.10079365087986156,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,Shigella sonnei
573,20416,0.07392330985247166,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae
2583588,18873,0.06833633556258314,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,"Salmonella enterica subsp. enterica serovar 1,4,[5],12:i:-"
28901,10061,0.03642938971520951,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica
158836,7073,0.025610284609450043,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei
59201,6789,0.024581962705154295,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica
548,4030,0.014592032656027664,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes
623,3767,0.01363974863902139,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,Shigella flexneri
90105,3305,0.011966915118652959,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Saintpaul
1239783,3103,0.011235503059963731,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,Bacillus atrophaeus UCMB-5137
594,2983,0.010801000846881022,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Gallinarum
622,2936,0.010630820813423628,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Shigella dysenteriae
1282,2861,0.010359256930246934,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
208224,2648,0.009588015502025125,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,Enterobacter kobei
1124936,2471,0.008947124737728128,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Heidelberg str. 41578
666,2466,0.008929020478849681,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,Vibrio cholerae
72407,2425,0.008780565556046421,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae subsp. pneumoniae
1299282,2271,0.008222954382590278,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella bongori,Salmonella bongori CFSAN000510
184912,2201,0.00796949475829203,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter sp. TSA-1,Citrobacter sp. TSA-1
149539,2116,0.007661722357358445,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Enteritidis
714962,1994,0.007219978440724357,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli IHE3034
523831,1912,0.006923068595117839,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. houtenae str. ATCC BAA-1581
2342,1827,0.006615296194184253,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Sodalis,Candidatus Sodalis pierantonius,Candidatus Sodalis pierantonius str. SOPE
2579247,1609,0.005825950507083997,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,Salmonella enterica subsp. enterica serovar Rough O:-:-
716541,1529,0.005536282365028857,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae,Enterobacter cloacae subsp. cloacae ATCC 13047
351671,1477,0.005347998072693017,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus,Xenorhabdus doucetiae,Xenorhabdus doucetiae
670,1460,0.005286443592506299,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus,Vibrio parahaemolyticus
