taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,23260917,92.72014516069949,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,1265965,5.046252414226186,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
480,237269,0.9457759606869327,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis
475,128693,0.5129820823988108,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella, ,Moraxella
468,55824,0.2225195757953518,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, , ,Moraxellaceae
1224,40595,0.16181538727809378,Bacteria,Proteobacteria, , , , , ,Proteobacteria
1236,33559,0.13376924699262346,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
2,33432,0.1332630133632524,Bacteria, , , , , , ,Bacteria
1511871,14602,0.05820490910296159,Viruses, , , ,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Primate bocaparvovirus 1
1806508,2024,0.008067849337378048,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Candidatus Promineofilum,Candidatus Promineofilum breve,Candidatus Promineofilum breve
486,1288,0.005134085941967848,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,Neisseria lactamica
1969841,1003,0.003998049844560366,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
482,738,0.0029417355785499007,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria, ,Neisseria
87883,374,0.0014907982471242043,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,Burkholderia multivorans
471,356,0.0014190485988668897,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus
481,340,0.0013552711337492765,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae, , ,Neisseriaceae
1783272,326,0.0012994658517713651,Bacteria, , , , , , ,Terrabacteria group
2492837,324,0.0012914936686316638,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. C8-2,Sphingomonas sp. C8-2
1901,289,0.0011519804636868853,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus,Streptomyces clavuligerus
204773,270,0.0010762447238597196,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herminiimonas,Herminiimonas arsenicoxydans,Herminiimonas arsenicoxydans
1760,251,0.0010005089840325542,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
1883,216,0.0008609957790877758,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces, ,Streptomyces
2502843,213,0.0008490375043782233,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. HKB08,Erythrobacter sp. HKB08
28216,211,0.0008410653212385218,Bacteria,Proteobacteria,Betaproteobacteria, , , , ,Betaproteobacteria
72274,182,0.0007254686657128481,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales, , , ,Pseudomonadales
1817,182,0.0007254686657128481,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia, ,Nocardia
44008,156,0.000621830284896727,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum
864686,136,0.0005421084534997107,Viruses, , , ,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1,Bocavirus gorilla/GBoV1/2009
562,133,0.0005301501787901582,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
206351,126,0.0005022475378012025,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales, , , ,Neisseriales
