taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,21423812,95.8646678278457,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,908441,4.064981279064434,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
1969841,3325,0.014878305528800708,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
2,2560,0.011455176587587913,Bacteria, , , , , , ,Bacteria
1224,1438,0.0064345874738091485,Bacteria,Proteobacteria, , , , , ,Proteobacteria
471,686,0.003069629351205199,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus
87883,580,0.0025953134456253866,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,Burkholderia multivorans
1747,405,0.0018122447335832442,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes
44008,287,0.0012842326877491137,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum
1280,258,0.0011544670154678444,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
1817,210,0.000939682454450571,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia, ,Nocardia
1883,146,0.0006533030397608732,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces, ,Streptomyces
28216,142,0.000635404326342767,Bacteria,Proteobacteria,Betaproteobacteria, , , , ,Betaproteobacteria
1760,113,0.0005056386540614978,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
80840,112,0.0005011639757069713,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales, , , ,Burkholderiales
80864,96,0.0004295691220345468,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, , ,Comamonadaceae
2492837,89,0.000398246373552861,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. C8-2,Sphingomonas sp. C8-2
1783272,80,0.0003579742683621223,Bacteria, , , , , , ,Terrabacteria group
286,77,0.0003445502332985427,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, ,Pseudomonas
1974213,75,0.00033560087658948966,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Prosthecochloris,Prosthecochloris sp. HL-130-GSB,Prosthecochloris sp. HL-130-GSB
87882,73,0.0003266515198804366,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia, ,Burkholderia cepacia complex
1236,67,0.00029980344975327744,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
2593676,59,0.0002640060229170652,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces, ,unclassified Streptomyces
32008,58,0.0002595313445625387,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia, ,Burkholderia
743525,53,0.00023715795278990602,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus scotoductus,Thermus scotoductus SA-01
469,45,0.00020136052595369377,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, ,Acinetobacter
1282,41,0.0001834618125355877,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
2306583,39,0.00017451245582653462,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. JS92-SW72,Halomonas sp. JS92-SW72
1806508,37,0.00016556309911748156,Bacteria,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,Candidatus Promineofilum,Candidatus Promineofilum breve,Candidatus Promineofilum breve
2724150,33,0.00014766438569937545,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia sp. CE17,Romboutsia sp. CE17
664962,33,0.00014766438569937545,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum sp. TSH58,Azospirillum sp. TSH58
1491,30,0.00013424035063579586,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium botulinum,Clostridium botulinum
1279,28,0.00012529099392674282,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus, ,Staphylococcus
2676871,27,0.00012081631557221627,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. Tu 2975,Streptomyces sp. Tu 2975
1385,27,0.00012081631557221627,Bacteria,Firmicutes,Bacilli,Bacillales, , , ,Bacillales
1239,27,0.00012081631557221627,Bacteria,Firmicutes, , , , , ,Firmicutes
201174,27,0.00012081631557221627,Bacteria,Actinobacteria, , , , , ,Actinobacteria
1788433,24,0.0001073922805086367,Viruses, , , ,Adenoviridae,Mastadenovirus,Bat mastadenovirus C,Bat mastadenovirus WIV11
1901,24,0.0001073922805086367,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces clavuligerus,Streptomyces clavuligerus
2697049,23,0.00010291760215411016,Viruses, , ,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome coronavirus 2
270,23,0.00010291760215411016,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus, ,Thermus
446,23,0.00010291760215411016,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,Legionella pneumophila
1485,22,9.844292379958363e-05,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium, ,Clostridium
180282,22,9.844292379958363e-05,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia tsuruhatensis,Delftia tsuruhatensis
1386,22,9.844292379958363e-05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus, ,Bacillus
35243,21,9.396824544505709e-05,Viruses, , ,Herpesvirales,Herpesviridae,Simplexvirus,Ateline alphaherpesvirus 1,Ateline alphaherpesvirus 1
1396,20,8.949356709053057e-05,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus
1967,20,8.949356709053057e-05,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces kanamyceticus,Streptomyces kanamyceticus
381764,19,8.501888873600404e-05,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium nodosum,Fervidobacterium nodosum Rt17-B1
395019,19,8.501888873600404e-05,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia multivorans,Burkholderia multivorans ATCC 17616
34062,18,8.054421038147752e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella osloensis,Moraxella osloensis
91061,18,8.054421038147752e-05,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
106649,17,7.606953202695098e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae,Acinetobacter guillouiae
2502843,16,7.159485367242446e-05,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. HKB08,Erythrobacter sp. HKB08
1982251,16,7.159485367242446e-05,Viruses, , ,Caudovirales,Siphoviridae,Pahexavirus, ,Pahexavirus
1922217,16,7.159485367242446e-05,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Candidatus Erwinia haradaeae,Candidatus Erwinia haradaeae
2507935,15,6.712017531789793e-05,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Cohnella,Cohnella abietis,Cohnella abietis
976,15,6.712017531789793e-05,Bacteria,Bacteroidetes, , , , , ,Bacteroidetes
