taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,14620181,91.3811971951195,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,633778,3.961332106348646,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
480,314820,1.9677340862584067,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis
475,162891,1.018125192315349,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella, ,Moraxella
468,90837,0.5677627253460864,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, , ,Moraxellaceae
1236,60927,0.38081486142388016,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
1224,37116,0.2319878608270346,Bacteria,Proteobacteria, , , , , ,Proteobacteria
2,33544,0.2096616231162315,Bacteria, , , , , , ,Bacteria
29394,11658,0.07286653953878568,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,Dolosigranulum pigrum
29433,7228,0.04517750452790727,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella ovis,Moraxella ovis
34062,3137,0.019607336981743925,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella osloensis,Moraxella osloensis
1716,1752,0.010950607074279679,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium, ,Corynebacterium
91347,1145,0.007156646746604015,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales, , , ,Enterobacterales
1760,1038,0.006487859670720495,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
543,909,0.005681564971758122,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae, , ,Enterobacteriaceae
1789224,877,0.005481553883643424,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter larvae,Acinetobacter larvae
544,816,0.005100282746924783,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter, ,Citrobacter
469,602,0.0037627085951577443,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, ,Acinetobacter
1236608,584,0.003650202358093227,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis BBH18
386891,518,0.0032376794888566633,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovoculi,Moraxella bovoculi
1783272,464,0.0029001607776631116,Bacteria, , , , , , ,Terrabacteria group
43990,373,0.0023313792458369413,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium segmentosum,Corynebacterium segmentosum
2697049,362,0.0022626254342975136,Viruses, , ,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus,Severe acute respiratory syndrome coronavirus 2
1280,342,0.002137618504225828,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
91061,336,0.0021001164252043222,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
1308,321,0.002006361227650558,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus,Streptococcus thermophilus
186828,317,0.0019813598416362206,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae, , ,Carnobacteriaceae
1969841,300,0.001875103951075288,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
545,298,0.0018626032580681192,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Citrobacter,Citrobacter koseri,Citrobacter koseri
1239,291,0.0018188508325430292,Bacteria,Firmicutes, , , , , ,Firmicutes
186826,275,0.0017188452884856805,Bacteria,Firmicutes,Bacilli,Lactobacillales, , , ,Lactobacillales
