taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,14034475,83.10142815457361,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,1399180,8.284873944006904,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
1301,217987,1.2907523095185989,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, ,Streptococcus
1578,132102,0.7822070196480797,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus, ,Lactobacillus
1613,129487,0.7667229894564117,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum,Lactobacillus fermentum
1379,117621,0.696461611921294,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella,Gemella haemolysans,Gemella haemolysans
1378,103950,0.6155124047510097,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella, ,Gemella
2,78660,0.4657643651535779,Bacteria, , , , , , ,Bacteria
1584,69636,0.4123311382129996,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,Lactobacillus delbrueckii
43675,57461,0.3402400989841055,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,Rothia mucilaginosa
186826,43582,0.25805927488079367,Bacteria,Firmicutes,Bacilli,Lactobacillales, , , ,Lactobacillales
91347,36586,0.21663431303723368,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales, , , ,Enterobacterales
91061,27791,0.16455704897003665,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
1224,25927,0.15351986645482854,Bacteria,Proteobacteria, , , , , ,Proteobacteria
1660,22310,0.1321027585377107,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,Schaalia odontolytica
1236,19976,0.1182825954526808,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
84135,18218,0.10787306387449634,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella,Gemella sanguinis,Gemella sanguinis
1783272,17545,0.10388807254792173,Bacteria, , , , , , ,Terrabacteria group
543,17424,0.103171603082074,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae, , ,Enterobacteriaceae
