taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,8753472,94.47861474814437,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,430624,4.647842478653605,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
1716,8551,0.09229327913671083,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium, ,Corynebacterium
43990,8451,0.09121395181666977,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium segmentosum,Corynebacterium segmentosum
480,8117,0.08760899856773265,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella catarrhalis,Moraxella catarrhalis
2,5826,0.06288160966559202,Bacteria, , , , , , ,Bacteria
1760,4530,0.04889352759785991,Bacteria,Actinobacteria,Actinobacteria, , , , ,Actinobacteria
475,4118,0.04444669903929075,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella, ,Moraxella
1224,2962,0.03196967521961613,Bacteria,Proteobacteria, , , , , ,Proteobacteria
468,2052,0.022147796607242504,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae, , ,Moraxellaceae
28216,1942,0.02096053655519734,Bacteria,Proteobacteria,Betaproteobacteria, , , , ,Betaproteobacteria
29394,1936,0.020895776915994875,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,Dolosigranulum pigrum
1236,1721,0.0185752231779066,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
80864,1545,0.01667560709463434,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae, , ,Comamonadaceae
80840,1444,0.01558548650139287,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales, , , ,Burkholderiales
186817,1415,0.015272481578580964,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae, , ,Bacillaceae
1747,1364,0.014722024645360024,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,Cutibacterium acnes
543,1282,0.013836976242926359,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae, , ,Enterobacteriaceae
1969841,934,0.010080917169183478,Viruses, , ,Caudovirales,Siphoviridae,Nonanavirus,Proteus phage VB_PmiS-Isfahan,Proteus phage VB_PmiS-Isfahan
85007,777,0.008386373276719018,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales, , , ,Corynebacteriales
1783272,566,0.006108992631432385,Bacteria, , , , , , ,Terrabacteria group
201174,534,0.0057636078890192476,Bacteria,Actinobacteria, , , , , ,Actinobacteria
562,514,0.005547742425011036,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli
1224163,350,0.0037776456201437016,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium maris,Corynebacterium maris DSM 45190
1678129,326,0.0035186070633338477,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans sp. 103DPR2,Limnohabitans sp. 103DPR2
28211,302,0.0032595685065239938,Bacteria,Proteobacteria,Alphaproteobacteria, , , , ,Alphaproteobacteria
976,275,0.0029681501301129084,Bacteria,Bacteroidetes, , , , , ,Bacteroidetes
998844,265,0.0028602173981088024,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Allopseudarcicella,Allopseudarcicella aquatilis,Allopseudarcicella aquatilis
471223,257,0.002773871212505518,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. WCH70,Geobacillus sp. WCH70
469,241,0.002601178841298949,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter, ,Acinetobacter
2642459,217,0.002342140284489095,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus, ,unclassified Geobacillus
180282,204,0.0022018277328837575,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia tsuruhatensis,Delftia tsuruhatensis
526973,200,0.0021586546400821152,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,Bacillus cereus m1293
1717,192,0.0020723084544788306,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae,Corynebacterium diphtheriae
1817,180,0.0019427891760739036,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia, ,Nocardia
2306583,178,0.0019212026296730827,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas sp. JS92-SW72,Halomonas sp. JS92-SW72
391290,177,0.0019104093564726718,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Geobacillus sp. E263,Geobacillus sp. E263
563835,177,0.0019104093564726718,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae, , ,Chitinophagaceae
645127,169,0.0018240631708693873,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium kroppenstedtii,Corynebacterium kroppenstedtii DSM 44385
1653,159,0.0017161304388652817,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae, , ,Corynebacteriaceae
49546,153,0.001651370799662818,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, , ,Flavobacteriaceae
129337,145,0.0015650246140595336,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus, ,Geobacillus
161895,142,0.001532644794458302,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium phocae,Corynebacterium phocae
1678128,142,0.001532644794458302,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans,Limnohabitans sp. 63ED37-2,Limnohabitans sp. 63ED37-2
203682,132,0.001424712062454196,Bacteria,Planctomycetes, , , , , ,Planctomycetes
1239,132,0.001424712062454196,Bacteria,Firmicutes, , , , , ,Firmicutes
471,132,0.001424712062454196,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus
232721,129,0.0013923322428529643,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax sp. JS42,Acidovorax sp. JS42
80865,125,0.001349159150051322,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia, ,Delftia
1280,124,0.0013383658768509113,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,Staphylococcus aureus
2487892,123,0.0013275726036505008,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium sp. LMM-1652,Corynebacterium sp. LMM-1652
286,119,0.0012843995108488585,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas, ,Pseudomonas
441500,114,0.0012304331448468057,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium timonense,Corynebacterium timonense
1223503,111,0.0011980533252455739,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus toebii,Parageobacillus toebii NBRC 107807
356,110,0.0011872600520451634,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales, , , ,Rhizobiales
31989,106,0.001144086959243521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae, , ,Rhodobacteraceae
2079234,103,0.0011117071396422892,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium geronticis,Corynebacterium geronticis
12916,103,0.0011117071396422892,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax, ,Acidovorax
2626134,102,0.0011009138664418788,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans, ,unclassified Limnohabitans
106649,99,0.0010685340468406471,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter guillouiae,Acinetobacter guillouiae
68287,98,0.0010577407736402364,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium, ,Mesorhizobium
41297,95,0.0010253609540390046,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae, , ,Sphingomonadaceae
1117,94,0.0010145676808385941,Bacteria,Cyanobacteria, , , , , ,Cyanobacteria
1679002,93,0.0010037744076381837,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus, ,Candidatus Methylopumilus
237258,93,0.0010037744076381837,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,Cloacibacterium normanense,Cloacibacterium normanense
237,92,0.0009929811344377732,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium, ,Flavobacterium
1282,92,0.0009929811344377732,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,Staphylococcus epidermidis
43770,89,0.0009606013148365413,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium striatum,Corynebacterium striatum
1515,88,0.0009498080416361306,Bacteria,Firmicutes,Clostridia,Clostridiales,Hungateiclostridiaceae,Hungateiclostridium,Hungateiclostridium thermocellum,Hungateiclostridium thermocellum
1883,86,0.0009282214952353096,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces, ,Streptomyces
2039639,83,0.0008958416756340778,Bacteria,Actinobacteria,Actinobacteria,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus, ,Candidatus Nanopelagicus
38301,81,0.0008742551292332567,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium minutissimum,Corynebacterium minutissimum
190721,70,0.0007555291240287403,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia insidiosa,Ralstonia insidiosa
386891,70,0.0007555291240287403,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella bovoculi,Moraxella bovoculi
535289,70,0.0007555291240287403,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax ebreus,Acidovorax ebreus TPSY
34062,69,0.0007447358508283297,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxella,Moraxella osloensis,Moraxella osloensis
85023,68,0.0007339425776279193,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae, , ,Microbacteriaceae
1844971,68,0.0007339425776279193,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter sp. AEP1-3,Curvibacter sp. AEP1-3
204457,66,0.000712356031227098,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales, , , ,Sphingomonadales
91347,64,0.0006907694848262769,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales, , , ,Enterobacterales
768507,63,0.0006799762116258662,Bacteria,Bacteroidetes,Cytophagia,Cytophagales, , , ,Cytophagales
561,63,0.0006799762116258662,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia, ,Escherichia
91061,62,0.0006691829384254557,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
