taxon,count,percentage,kingdom,phylum,class,order,family,genus,species,name
9606,7723735,69.82780941814552,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,Homo sapiens
-1,2044540,18.48403000203596,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
848,131408,1.188017556275515,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium, ,Fusobacterium
1301,123578,1.1172290390951511,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus, ,Streptococcus
2,75688,0.6842709180520301,Bacteria, , , , , , ,Bacteria
482,73600,0.6653939801372665,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria, ,Neisseria
838,68921,0.6230926427315291,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella, ,Prevotella
1016,51704,0.4674392710464297,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga, ,Capnocytophaga
481,40421,0.3654332890098974,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae, , ,Neisseriaceae
1177574,37529,0.3392876451164602,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella jejuni,Prevotella jejuni
1019,37198,0.3362951803416581,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,Capnocytophaga sputigena
194,33834,0.3058823359234276,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter, ,Campylobacter
29465,31190,0.2819787804413226,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella, ,Veillonella
39777,23454,0.21204008709428596,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella atypica,Veillonella atypica
199,21543,0.1947633493763197,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus
1304,19394,0.1753349300378009,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius,Streptococcus salivarius
712710,18265,0.16512800335879307,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella sp. oral taxon HOT-286,Tannerella sp. oral taxon HOT-286
712,18200,0.1645403592187262,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae, , ,Pasteurellaceae
49546,18100,0.16363629131093102,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae, , ,Flavobacteriaceae
1224,15977,0.14444292962843894,Bacteria,Proteobacteria, , , , , ,Proteobacteria
2663009,15595,0.1409893902206613,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium pseudoperiodonticum,Fusobacterium pseudoperiodonticum
171549,15412,0.13933494594939605,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales, , , ,Bacteroidales
43675,14214,0.12850421241400958,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,Rothia mucilaginosa,Rothia mucilaginosa
28216,13911,0.12576488665339014,Bacteria,Proteobacteria,Betaproteobacteria, , , , ,Betaproteobacteria
1236,13334,0.12054841482541183,Bacteria,Proteobacteria,Gammaproteobacteria, , , , ,Gammaproteobacteria
729,10730,0.09700648650642485,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parainfluenzae,Haemophilus parainfluenzae
28131,10545,0.09533396087700373,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella intermedia,Prevotella intermedia
1300,10462,0.09458358451353371,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae, , ,Streptococcaceae
360104,9888,0.08939423472278928,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,Campylobacter concisus 13826
28135,9866,0.08919533978307433,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella oris,Prevotella oris
1239,9736,0.08802005150294057,Bacteria,Firmicutes, , , , , ,Firmicutes
1379,9161,0.08282166103311818,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella,Gemella haemolysans,Gemella haemolysans
206351,8939,0.08081463027781284,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales, , , ,Neisseriales
724,8592,0.0776775146377635,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus, ,Haemophilus
1378,8359,0.07557103641260068,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella, ,Gemella
851,8332,0.07532693807749598,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Fusobacterium nucleatum
91061,8246,0.07454943967679212,Bacteria,Firmicutes,Bacilli, , , , ,Bacilli
976,8200,0.07413356843920632,Bacteria,Bacteroidetes, , , , , ,Bacteroidetes
1783272,7402,0.06691910653500063,Bacteria, , , , , , ,Terrabacteria group
186826,6981,0.06311298064318284,Bacteria,Firmicutes,Bacilli,Lactobacillales, , , ,Lactobacillales
84135,6257,0.056567528990745596,Bacteria,Firmicutes,Bacilli,Bacillales, ,Gemella,Gemella sanguinis,Gemella sanguinis
28449,5853,0.052915094643252995,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria subflava,Neisseria subflava
484,5778,0.052237043712406596,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria flavescens,Neisseria flavescens
575614,5115,0.04624307348372443,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. oral taxon 299,Prevotella sp. oral taxon 299 str. F0039
28132,4883,0.044145635937639566,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella melaninogenica,Prevotella melaninogenica
76857,4783,0.04324156802984437,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium nucleatum,Fusobacterium nucleatum subsp. polymorphum
1660,4765,0.04307883580644123,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,Schaalia odontolytica
712633,3968,0.0358734145813135,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sp. oral taxon 431,Streptococcus sp. oral taxon 431
200643,3883,0.03510495685968758,Bacteria,Bacteroidetes,Bacteroidia, , , , ,Bacteroidia
28037,3560,0.03218481751750908,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,Streptococcus mitis
39778,3485,0.03150676658666268,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Veillonella,Veillonella dispar,Veillonella dispar
